item,item_name,existing_avg,existing_min,cc_avg,cc_min,avg_ratio,min_ratio,cc_item_count,cc_last_seen
8150,Deeprock Salt,11229,5230,2177,2000,5.16,2.62,33,2026-07-01 14:25:16
6405,Nightsky Trousers,38599,35501,7500,7500,5.15,4.73,1,2026-07-01 00:45:16
13459,Greater Shadow Protection Potion,30609,29125,150000,150000,4.9,5.15,66,2026-07-01 14:25:16
16216,Formula: Enchant Cloak - Greater Resistance,17498,11786,3400,3400,5.15,3.47,6,2026-07-01 14:45:20
27501,Scroll of Spirit V,1900,1378,369,369,5.15,3.73,15,2026-07-01 15:05:19
31343,Kamaei's Cerulean Skirt,1544557,926734,300000,300000,5.15,3.09,1,2026-07-01 15:05:19
38839,Scroll of Enchant Shield - Greater Spirit,99626,16529,19332,19200,5.15,1.16,7,2026-07-01 15:25:22
4415,Schematic: Craftsman's Monocle,140417,65899,27300,27200,5.14,2.42,4,2026-07-01 14:05:16
17194,Holiday Spices,2617,1944,10000,10000,3.82,5.14,20,2026-07-01 14:45:20
18648,Schematic: Green Firework,308541,240139,60000,60000,5.14,4.0,1,2026-07-01 14:45:20
5486,Recipe: Strider Stew,99757,99452,19466,19400,5.12,5.13,7,2026-07-01 14:05:16
3612,Plans: Green Iron Gauntlets,8169,8083,1597,1595,5.12,5.07,4,2026-07-01 14:05:16
12216,Spiced Chili Crab,7443,3167,16200,16200,2.18,5.12,17,2026-06-06 14:24:59
23768,White Smoke Flare,4212,2514,822,820,5.12,3.07,445,2026-07-01 14:45:20
4661,Bright Mantle,22993,21231,4500,4500,5.11,4.72,1,2026-07-01 06:45:04
21547,Recipe: Elixir of Greater Firepower,227672,161978,44566,44400,5.11,3.65,7,2026-07-01 14:45:20
11167,Formula: Enchant Boots - Lesser Spirit,19104,7998,3749,3699,5.1,2.16,2,2026-07-01 14:25:16
17771,Elementium Bar,13089588,11803540,2567092,2567092,5.1,4.6,4,2026-07-01 14:45:20
23334,Cracked Power Core,51050,30630,10005,10005,5.1,3.06,1,2026-06-30 07:05:17
27695,Recipe: Feltail Delight,152275,145691,29866,29800,5.1,4.89,7,2026-07-01 15:05:19
37796,Earthbound Cape,225065,135039,689000,689000,3.06,5.1,1,2026-07-01 04:25:06
39957,Veiled Huge Citrine,51018,34431,10000,10000,5.1,3.44,26,2026-07-01 15:25:22
48116,Gundrak Hatchling,51035329,41717409,10005000,10005000,5.1,4.17,1,2026-06-29 04:05:43
29391,Pulse Dagger,196378,117827,600000,600000,3.06,5.09,1,2026-05-13 15:44:54
39927,Lustrous Chalcedony,27969,25534,5499,5499,5.09,4.64,2,2026-07-01 15:25:22
3024,"BKP 2700 ""Enforcer""",13127,7876,40000,40000,3.05,5.08,1,2026-05-23 17:05:52
3703,Southshore Stout,19235,11541,3800,3800,5.06,3.04,2,2026-07-01 14:05:16
6299,Sickly Looking Fish,1007,354,199,199,5.06,1.78,3,2026-05-07 12:04:43
8283,Arcane Armor,253059,151835,50000,50000,5.06,3.04,2,2026-06-26 10:24:57
10939,Greater Magic Essence,24433,12076,4832,4799,5.06,2.52,49,2026-07-01 14:25:16
4330,Stylish Red Shirt,60520,23773,120000,120000,1.98,5.05,1,2026-07-01 14:05:16
20821,Inlaid Malachite Ring,24732,20430,4900,4900,5.05,4.17,1,2026-07-01 10:05:11
7995,Plans: Mithril Scale Bracers,401924,195986,79750,79500,5.04,2.47,2,2026-07-01 14:25:16
38980,Scroll of Enchant Bracers - Major Spirit,809938,446643,2250000,2250000,2.78,5.04,1,2026-07-01 15:25:22
1560,Bluegill Sandals,10067,6040,2000,2000,5.03,3.02,1,2026-06-30 17:45:10
14799,Bloodlust Boots,300360,180216,1210977,905977,4.03,5.03,2,2026-07-01 14:25:16
22842,Major Frost Protection Potion,300000,300000,59676,59676,5.03,5.03,1,2026-01-04 01:03:26
38820,Scroll of Enchant Shield - Lesser Block,99607,99313,500000,500000,5.02,5.03,7,2026-06-05 05:04:59
41456,Perfect Puissant Shadow Crystal,100602,70565,20000,20000,5.03,3.53,3,2026-07-01 04:45:04
3678,Recipe: Crocolisk Steak,72342,43405,14400,14400,5.02,3.01,6,2026-07-01 14:05:16
3890,Studded Hat,13300,13300,66700,66700,5.02,5.02,1,2026-06-11 03:24:40
3233,Gnoll Hide Sack,12275,9595,2450,2450,5.01,3.92,1,2026-06-28 14:25:12
7060,Azure Shoulders,100208,60125,19999,19999,5.01,3.01,1,2026-06-16 20:05:18
14482,Pattern: Cindercloth Cloak,2528515,1517109,505000,505000,5.01,3.0,2,2026-07-01 14:25:16
22281,Blue Dinner Suit,265048,79026,396500,396000,1.5,5.01,2,2026-07-01 14:45:20
44922,Glyph of Typhoon,165026,136874,32927,32890,5.01,4.16,18,2026-07-01 15:25:22
11307,Massive Longbow,100000,100000,20000,20000,5.0,5.0,1,2026-05-05 19:44:57
18238,Shadowskin Gloves,750000,750000,150000,150000,5.0,5.0,1,2026-06-17 04:25:19
23109,Royal Shadow Draenite,5000,5000,25000,25000,5.0,5.0,1,2026-06-22 02:25:09
23819,Elemental Seaforium Charge,150000,150000,30000,30000,5.0,5.0,10,2026-04-28 14:24:07
8113,Hibernal Robe,34995,20997,174500,20000,4.99,1.05,2,2026-07-01 14:25:16
44078,Tireless Starflare Diamond,596714,251921,119511,119511,4.99,2.11,1,2026-06-30 05:45:19
2302,Handstitched Leather Boots,4212,838,845,845,4.98,1.01,1,2026-07-01 14:05:16
4354,Pattern: Rich Purple Silk Shirt,881585,225985,176963,176963,4.98,1.28,1,2026-07-01 14:05:16
5498,Small Lustrous Pearl,6513,2183,1308,1190,4.98,1.83,44,2026-07-01 14:05:16
14748,Hulking Leggings,49797,37574,10000,10000,4.98,3.76,1,2026-06-29 13:05:17
23803,Schematic: Cogspinner Goggles,947084,652857,190000,190000,4.98,3.44,1,2026-07-01 14:45:20
39955,Deft Huge Citrine,37377,27137,7500,7500,4.98,3.62,4,2026-07-01 15:25:22
15781,Pattern: Black Dragonscale Leggings,497207,298324,100000,100000,4.97,2.98,1,2026-07-01 00:45:16
31858,Darkmoon Card: Vengeance,7452008,3219817,1498750,1497500,4.97,2.15,2,2026-07-01 15:05:19
37625,Web Winder Gloves,342616,198623,68999,68500,4.97,2.9,9,2026-07-01 15:05:19
23528,Fel Sharpening Stone,2518,1511,7500,7500,2.98,4.96,20,2026-05-30 15:45:32
43121,Fiery Ink,24818,20952,4999,4999,4.96,4.19,5,2026-06-30 10:05:03
37763,Treads of the Purifier,120911,72547,359500,359000,2.97,4.95,2,2026-07-01 15:05:19
43388,Glyph of Water Walking,184168,60312,37296,36999,4.94,1.63,16,2026-07-01 15:25:22
43869,Glyph of Seal of Vengeance,287388,115284,58200,58200,4.94,1.98,12,2026-07-01 15:25:22
3417,Onyx Claymore,98636,59182,20000,20000,4.93,2.96,1,2026-06-29 21:05:36
10004,Shadoweave Robe,118315,70989,350000,350000,2.96,4.93,2,2026-07-01 14:25:16
14580,Dokebi Bracers,19727,11836,4000,4000,4.93,2.96,1,2026-07-01 14:25:16
39990,Radiant Dark Jade,48292,35326,9800,9800,4.93,3.6,26,2026-07-01 15:25:22
3188,Coral Claymore,29642,17785,6020,6020,4.92,2.95,1,2026-06-29 06:45:39
14828,Symbolic Greaves,80088,64980,319999,319999,4.0,4.92,3,2026-07-01 14:25:16
31180,Gauntlets of the Skullsplitter,99695,48548,239000,239000,2.4,4.92,1,2026-07-01 15:05:19
38769,Scroll of Enchant Chest - Minor Mana,16395,7773,3333,3333,4.92,2.33,3,2026-06-28 15:05:18
43452,Stormhide Wristguards,1956416,1385542,398000,398000,4.92,3.48,2,2026-07-01 15:25:22
3387,Limited Invulnerability Potion,24532,14719,5000,5000,4.91,2.94,16,2026-07-01 14:05:16
11163,Formula: Enchant Bracer - Lesser Deflection,245521,131252,50000,50000,4.91,2.63,1,2026-07-01 14:25:16
13310,Schematic: Accurate Scope,389176,160338,79250,78500,4.91,2.04,2,2026-07-01 14:25:16
24055,Shifting Nightseye,392856,350000,80000,80000,4.91,4.38,1,2026-07-01 14:45:20
45854,Rituals of the New Moon,24574061,3247534,4999999,4999999,4.91,1.54,1,2026-01-28 15:02:31
1993,Ogremind Ring,30370,12249,60000,60000,1.98,4.9,1,2026-01-29 22:02:26
3369,Grave Moss,15033,6858,3070,2800,4.9,2.45,121,2026-07-01 14:05:16
16705,Dreadmist Wraps,113003,111865,548499,548499,4.85,4.9,1,2026-07-01 14:45:20
843,Tanned Leather Boots,10000,10000,2045,2045,4.89,4.89,1,2026-06-09 00:05:37
3302,Brackwater Boots,12229,7337,2500,2500,4.89,2.93,1,2026-07-01 14:05:16
4294,Pattern: Hillman's Belt,7292,5708,1492,1490,4.89,3.83,4,2026-07-01 14:05:16
7377,Frost Leather Cloak,97857,58714,20000,20000,4.89,2.94,3,2026-06-29 17:45:22
23381,Chipped Power Core,6204,3722,1270,1270,4.89,2.93,1,2026-06-30 03:45:28
37752,Sandals of Broken Dreams,153346,92008,450000,450000,2.93,4.89,1,2026-07-01 15:05:19
11287,Lesser Magic Wand,7238,5307,1484,1484,4.88,3.58,31,2026-07-01 14:25:16
43488,Last Weeks Mammoth,23391,10046,49058,49058,2.1,4.88,5,2026-07-01 15:25:22
6402,Mail Combat Leggings,24331,16964,5000,5000,4.87,3.39,1,2026-07-01 14:05:16
21957,Design: Necklace of the Diamond Tower,205989,188825,42299,42200,4.87,4.47,2,2026-07-01 14:45:20
44211,Frostwoven Gloves,110421,103598,504588,504588,4.57,4.87,1,2026-06-24 01:05:21
2549,Staff of the Shade,334497,200698,974998,974998,2.91,4.86,1,2026-07-01 14:05:16
3189,Wood Chopper,32783,15151,6748,3300,4.86,4.59,2,2026-07-01 14:05:16
12839,Plans: Heartseeker,1958043,1431491,402994,402994,4.86,3.55,1,2026-06-22 05:45:03
13019,Harpyclaw Short Bow,48014,28808,144404,140000,3.01,4.86,3,2026-07-01 14:25:16
10323,Pattern: Tuxedo Pants,177327,153438,36550,36500,4.85,4.2,2,2026-07-01 14:25:16
39934,Sovereign Shadow Crystal,43185,37525,8898,8898,4.85,4.22,2,2026-07-01 15:25:22
41107,Glyph of Avenging Wrath,193487,81114,39898,39897,4.85,2.03,12,2026-07-01 15:25:22
3336,Flesh Piercer,26616,16464,5500,5500,4.84,2.99,1,2026-06-25 21:04:56
9378,Shovelphlange's Mining Axe,137735,82641,400000,400000,2.9,4.84,1,2026-06-29 01:05:40
10559,Mithril Tube,30702,29489,6348,6099,4.84,4.84,120,2026-07-01 14:25:16
16804,Felheart Bracers,494822,206812,1000000,1000000,2.02,4.84,1,2026-06-29 21:25:40
37160,Four of Swords,49338,40293,10192,10192,4.84,3.95,31,2026-07-01 15:05:19
37762,Many-Pocketed Belt,157902,94741,459000,459000,2.91,4.84,1,2026-07-01 07:25:03
15732,Pattern: Volcanic Leggings,167923,40903,34750,34600,4.83,1.18,2,2026-07-01 14:45:20
16222,Formula: Enchant Shield - Superior Spirit,193137,115882,40000,40000,4.83,2.9,1,2026-06-22 15:45:12
37817,Branch of Sinful Reprieve,172372,103423,592244,500000,3.44,4.83,2,2026-07-01 15:05:19
2992,Burnished Gloves,24101,20840,5000,5000,4.82,4.17,1,2026-06-29 10:45:22
3641,Journeyman's Bracers,9639,7475,1998,1998,4.82,3.74,1,2026-06-30 16:25:13
7362,Pattern: Earthen Leather Shoulders,85298,64851,17700,17600,4.82,3.68,2,2026-07-01 14:25:16
31145,Headdress of the Sleeper,86465,51879,250000,250000,2.89,4.82,1,2026-07-01 15:05:19
2300,Embossed Leather Vest,9617,9155,2000,2000,4.81,4.58,4,2026-07-01 14:05:16
6364,32 Pound Catfish,318267,105113,505900,505900,1.59,4.81,1,2026-06-30 03:45:28
13863,Runecloth Gloves,50049,30029,10400,10400,4.81,2.89,15,2026-07-01 14:25:16
14364,Mystic's Slippers,16836,10102,3500,3500,4.81,2.89,1,2026-07-01 14:05:16
37755,Leggings of the Icy Heart,190405,114243,550000,550000,2.89,4.81,1,2026-06-30 21:25:18
38911,Scroll of Enchant Chest - Exceptional Health,709806,480335,147500,140000,4.81,3.43,13,2026-07-01 15:25:22
4058,Glyphed Breastplate,48018,27570,10000,10000,4.8,2.76,1,2026-07-01 10:25:15
7610,Aurora Sphere,33258,21551,159500,100000,4.8,4.64,2,2026-07-01 14:25:16
7727,Watchman Pauldrons,104173,62504,300000,300000,2.88,4.8,1,2026-07-01 14:25:16
38974,Scroll of Enchant Boots - Greater Vitality,186136,111682,38800,38800,4.8,2.88,10,2026-07-01 15:25:22
6513,Disciple's Sash,11264,3309,2350,2300,4.79,1.44,2,2026-07-01 14:25:16
22838,Haste Potion,529515,255401,1222222,1222222,2.31,4.79,1,2026-07-01 14:45:20
23787,Felsteel Stabilizer,240890,107873,516500,516500,2.14,4.79,5,2026-07-01 14:45:20
41536,Glyph of Lightning Bolt,20979,12587,4383,4200,4.79,3.0,41,2026-07-01 15:25:22
4720,Nightsky Sash,23896,14149,5000,5000,4.78,2.83,1,2026-06-29 13:25:17
11370,Dark Iron Ore,7617,4570,1593,1585,4.78,2.88,88,2026-07-01 14:25:16
15091,Runic Leather Gauntlets,51588,30953,10799,10799,4.78,2.87,6,2026-07-01 14:25:16
3205,Inscribed Leather Bracers,30518,18311,6400,4000,4.77,4.58,2,2026-07-01 14:05:16
13494,Recipe: Greater Fire Protection Potion,1190413,530679,249500,249000,4.77,2.13,4,2026-07-01 14:25:16
18592,Plans: Sulfuron Hammer,35810297,23147301,7500000,7500000,4.77,3.09,1,2026-05-04 19:05:02
8187,Turtle Scale Gloves,17506,10504,50000,50000,2.86,4.76,1,2026-07-01 14:25:16
11027,Wood Frog Box,2109954,653643,443500,443000,4.76,1.48,6,2026-07-01 14:25:16
27503,Scroll of Strength V,3991,2053,839,839,4.76,2.45,5,2026-07-01 15:05:19
45809,Scarlet Signet,232944,179659,855000,855000,3.67,4.76,1,2026-07-01 15:25:22
4771,Harvest Cloak,9502,6104,2000,2000,4.75,3.05,1,2026-04-28 03:24:13
7005,Skinning Knife,47533,23432,10000,10000,4.75,2.34,1,2026-07-01 14:25:16
23821,Zapthrottle Mote Extractor,9333571,5395000,1965000,1950000,4.75,2.77,2,2026-07-01 14:45:20
39909,Fractured Bloodstone,47488,16699,9998,9998,4.75,1.67,2,2026-07-01 10:45:14
4238,Linen Bag,2132,1279,450,450,4.74,2.84,18,2026-07-01 14:05:16
4722,Insignia Cloak,23686,14212,5000,5000,4.74,2.84,1,2026-07-01 14:05:16
8157,Jouster's Chestplate,31649,18989,90000,90000,2.84,4.74,1,2026-07-01 14:25:16
9360,Cuergo's Gold,189417,56567,40000,40000,4.74,1.41,1,2026-07-01 14:25:16
24059,Potent Noble Topaz,52857,31714,150000,150000,2.84,4.73,1,2026-06-19 08:46:05
754,Shortsword of Vengeance,66947,40168,189750,189500,2.83,4.72,4,2026-07-01 14:05:16
3423,Bouquet of White Roses,235936,162354,50000,50000,4.72,3.25,1,2026-06-24 00:25:16
6365,Strong Fishing Pole,16282,7877,3450,3400,4.72,2.32,2,2026-07-01 14:05:16
13139,Guttbuster,68056,40834,321000,192000,4.72,4.7,2,2026-07-01 14:25:16
18731,Pattern: Heavy Leather Ball,283016,116275,60000,60000,4.72,1.94,1,2026-07-01 14:45:20
22907,Recipe: Super Mana Potion,755965,370187,160000,160000,4.72,2.31,1,2026-07-01 14:45:20
38986,Scroll of Enchant Boots - Icewalker,560332,262597,118824,118800,4.72,2.21,12,2026-07-01 15:25:22
44308,Signet of Edward the Odd,5824146,4628037,21849499,21848999,3.75,4.72,2,2026-07-01 15:25:22
1017,Seasoned Wolf Kabob,3529,2482,750,750,4.71,3.31,66,2026-07-01 14:05:16
6326,Recipe: Slitherskin Mackerel,58417,23879,12400,12400,4.71,1.93,4,2026-07-01 14:05:16
22909,Recipe: Elixir of Major Defense,742466,374040,157750,157500,4.71,2.37,4,2026-07-01 14:45:20
826,Brutish Riverpaw Axe,12218,7323,34433,34433,2.82,4.7,1,2026-06-27 05:25:19
9405,Girdle of Golem Strength,67931,40759,191500,191500,2.82,4.7,1,2026-07-01 14:25:16
12655,Enchanted Thorium Bar,23516,20323,5000,5000,4.7,4.06,5,2026-06-29 11:25:23
14513,Pattern: Robe of the Archmage,298472,131479,63566,52632,4.7,2.5,2,2026-07-01 14:25:16
20971,Design: Heavy Iron Knuckles,222275,117824,47250,45000,4.7,2.62,2,2026-07-01 14:45:20
35616,Spored Tendrils Spaulders,262310,208236,55840,55840,4.7,3.73,1,2026-07-01 15:05:19
3355,Wild Steelbloom,13140,5764,2799,2799,4.69,2.06,369,2026-07-01 14:05:16
6407,Nightsky Wristbands,25933,10663,49999,49999,1.93,4.69,1,2026-06-24 07:25:18
37410,Tracker's Balanced Knives,331460,283127,70624,70000,4.69,4.04,11,2026-07-01 15:05:19
2256,Skeletal Club,236468,140813,50500,50000,4.68,2.82,7,2026-07-01 14:05:16
2409,Pattern: Dark Leather Tunic,2335,1433,499,499,4.68,2.87,6,2026-07-01 14:05:16
3345,Silk Wizard Hat,42149,25663,9000,9000,4.68,2.85,1,2026-03-15 22:42:54
5079,Cold Basilisk Eye,131261,87832,410899,410899,3.13,4.68,5,2026-07-01 14:05:16
6608,Bright Armor,25506,13162,5450,5400,4.68,2.44,3,2026-07-01 14:25:16
13463,Dreamfoil,18484,13886,3947,3400,4.68,4.08,203,2026-07-01 14:25:16
18674,Hardened Stone Band,362912,217747,77500,77500,4.68,2.81,1,2026-06-07 16:05:02
41375,Tireless Skyflare Diamond,321212,192727,68625,68500,4.68,2.81,11,2026-07-01 15:25:22
43444,Swiftarrow Bracers,398848,239309,1119000,1119000,2.81,4.68,1,2026-06-28 17:25:27
43547,Glyph of Obliterate,273820,104919,58500,58500,4.68,1.79,12,2026-07-01 15:25:22
4234,Heavy Leather,10365,5213,2220,2000,4.67,2.61,1341,2026-07-01 14:05:16
9302,Recipe: Ghost Dye,217627,128771,46600,43200,4.67,2.98,2,2026-07-01 14:25:16
11305,Dense Shortbow,70073,32860,15000,15000,4.67,2.19,1,2026-07-01 14:25:16
40101,Tense Forest Emerald,536544,530861,114999,114999,4.67,4.62,1,2026-07-01 15:25:22
41446,Perfect Quick Sun Crystal,219975,77581,47146,40000,4.67,1.94,63,2026-07-01 15:25:22
6423,Blackforge Greaves,28609,17165,80000,80000,2.8,4.66,1,2026-06-29 19:45:25
12984,Skycaller,82142,49285,239950,229900,2.92,4.66,4,2026-07-01 14:25:16
15313,Feral Shoulder Pads,1789,1073,5000,5000,2.79,4.66,1,2026-07-01 14:25:16
3388,Strong Troll's Blood Elixir,33910,23366,7300,7300,4.65,3.2,23,2026-07-01 14:05:16
43478,Gigantic Feast,160946,96568,449400,449000,2.79,4.65,3,2026-07-01 15:25:22
4070,Jouster's Crest,35486,21292,164500,30000,4.64,1.41,2,2026-07-01 14:05:16
37774,Leggings of Aqueous Dissolution,179176,107506,499000,499000,2.78,4.64,1,2026-07-01 02:05:11
43536,Glyph of Bone Shield,6771,4063,1460,1445,4.64,2.81,24,2026-07-01 15:25:22
3394,Recipe: Potion of Curing,18982,13107,4100,4000,4.63,3.28,3,2026-07-01 14:05:16
4392,Advanced Target Dummy,91639,54983,254500,254500,2.78,4.63,11,2026-07-01 14:05:16
24193,Design: Bold Living Ruby,1876909,891306,405000,405000,4.63,2.2,1,2026-07-01 14:45:20
40088,Vivid Forest Emerald,555070,502697,119996,119996,4.63,4.19,8,2026-07-01 15:25:22
43655,Book of Survival,46252,27281,10000,10000,4.63,2.73,1,2026-06-27 17:45:17
3663,Murloc Fin Soup,9242,8404,2000,2000,4.62,4.2,1,2026-06-29 01:25:46
6396,Emblazoned Chestpiece,15654,10723,49500,49500,3.16,4.62,1,2026-06-28 11:25:22
10553,Foreman Vest,11550,6930,2500,2500,4.62,2.77,1,2026-06-26 23:25:18
24056,Glowing Nightseye,138644,83186,30000,30000,4.62,2.77,1,2026-05-07 08:04:47
42727,Ornate Saronite Pauldrons,487179,292307,1350000,1350000,2.77,4.62,1,2026-07-01 15:25:22
42739,Glyph of Fireball,276940,89341,59985,59985,4.62,1.49,12,2026-07-01 15:25:22
1958,Petrified Shinbone,11535,9601,2500,2500,4.61,3.84,1,2026-05-22 19:25:33
4265,Heavy Armor Kit,6884,4199,1494,1400,4.61,3.0,20,2026-07-01 14:05:16
12691,Plans: Wildthorn Mail,12472,11290,57500,50000,4.61,4.43,2,2026-07-01 14:25:16
43396,Glyph of Bloodrage,208035,124821,45111,43900,4.61,2.84,24,2026-07-01 15:25:22
9718,Reforged Blade of Heroes,115446,106245,489000,489000,4.24,4.6,1,2026-06-28 09:45:29
14792,Protector Gauntlets,70430,34772,160000,160000,2.27,4.6,1,2026-07-01 14:25:16
43334,Glyph of Challenging Roar,131622,65176,28616,28495,4.6,2.29,15,2026-07-01 15:25:22
9383,Obsidian Cleaver,160356,96214,442000,442000,2.76,4.59,1,2026-07-01 05:24:59
15893,Prospector's Buckler,9189,9065,2000,2000,4.59,4.53,1,2026-06-30 20:25:11
17922,Lionfur Armor,7804,4682,1700,1700,4.59,2.75,1,2026-06-25 06:44:57
29960,Captured Firefly,114798471,95808600,24990000,24990000,4.59,3.83,1,2026-07-01 15:05:19
37754,Shimmersteel Hood,145101,87061,400000,400000,2.76,4.59,1,2026-06-30 17:05:14
39501,Heavy Parchment,29364,29263,6400,6400,4.59,4.57,14,2026-06-15 01:05:13
4313,Red Woolen Boots,27500,27500,6000,6000,4.58,4.58,1,2026-06-12 23:45:03
14370,Mystic's Woolies,22457,13474,4900,4900,4.58,2.75,1,2026-07-01 13:05:13
43421,Glyph of Mortal Strike,283799,103663,61991,61991,4.58,1.67,12,2026-07-01 15:25:22
3049,Lambent Scale Breastplate,21945,21299,4799,4799,4.57,4.44,1,2026-07-01 14:05:16
4066,Insignia Buckler,21813,15043,68800,68800,3.15,4.57,1,2026-07-01 14:05:16
4237,Handstitched Leather Belt,8643,2861,1893,800,4.57,3.58,2,2026-07-01 14:05:16
8307,Hero's Boots,228566,137140,50000,50000,4.57,2.74,1,2026-06-29 10:25:19
14042,Cindercloth Vest,296429,275000,1257500,1257500,4.24,4.57,3,2026-07-01 14:25:16
12260,Searing Golden Blade,174643,142500,650000,650000,3.72,4.56,4,2026-07-01 14:25:16
25439,Tigerseye Band,9081,5449,1993,1990,4.56,2.74,32,2026-07-01 14:45:20
25700,Fel Scales,69495,41697,191375,190000,2.75,4.56,11,2026-07-01 14:45:20
30306,Pattern: Boots of Utter Darkness,7752219,6571727,1700000,1700000,4.56,3.87,1,2026-07-01 15:05:19
728,Recipe: Westfall Stew,42775,24013,9400,9400,4.55,2.55,1,2026-07-01 14:05:16
2493,Wooden Mallet,5000,5000,1099,1099,4.55,4.55,1,2026-05-24 20:05:52
4332,Bright Yellow Shirt,81235,21987,100000,100000,1.23,4.55,1,2026-07-01 14:05:16
8384,Pattern: Comfortable Leather Hat,692061,415237,151990,151990,4.55,2.73,1,2026-07-01 11:05:12
8489,Cat Carrier (White Kitten),95377,41651,189749,189500,1.99,4.55,3,2026-07-01 14:25:16
12692,Plans: Thorium Shield Spike,227057,225939,49900,49800,4.55,4.54,6,2026-07-01 14:25:16
38781,Scroll of Enchant 2H Weapon - Lesser Intellect,276502,43913,199900,199900,1.38,4.55,4,2026-07-01 15:25:22
13075,Direwing Legguards,110253,66152,300000,300000,2.72,4.54,1,2026-06-29 21:25:40
13085,Horizon Choker,69800,41880,189999,189999,2.72,4.54,2,2026-07-01 14:25:16
43385,Glyph of Renewed Life,211383,81045,46598,46598,4.54,1.74,15,2026-07-01 15:25:22
2163,Shadowblade,183974,110384,597499,499999,3.25,4.53,2,2026-07-01 14:05:16
9224,Elixir of Demonslaying,45305,33833,10000,10000,4.53,3.38,2,2026-07-01 14:25:16
9294,Recipe: Wildvine Potion,9060,5872,2000,2000,4.53,2.94,4,2026-07-01 14:25:16
9750,Gypsy Sash,22633,2048,4999,4999,4.53,2.44,1,2026-07-01 14:25:16
13074,Golem Shard Leggings,134132,63615,288499,288000,2.15,4.53,4,2026-07-01 14:25:16
14608,Dokebi Buckler,23532,18389,5200,5200,4.53,3.54,1,2026-06-27 07:05:18
16249,Formula: Enchant 2H Weapon - Major Intellect,2264975,1601676,500000,500000,4.53,3.2,1,2026-06-23 13:45:01
21892,Pattern: Bolt of Imbued Netherweave,543340,427121,120000,120000,4.53,3.56,1,2026-07-01 14:45:20
22572,Mote of Air,56210,32078,12399,12199,4.53,2.63,45,2026-07-01 14:45:20
37587,Ymirjar Physician's Robe,534222,411577,117998,117998,4.53,3.49,2,2026-07-01 15:05:19
6329,Recipe: Loch Frenzy Delight,135671,81403,30000,30000,4.52,2.71,3,2026-07-01 14:05:16
14501,Pattern: Mooncloth Vest,225737,186566,49900,49900,4.52,3.74,1,2026-06-30 16:45:14
21154,Festival Dress,893030,575576,2600200,2600200,2.91,4.52,2,2026-02-18 22:42:43
38780,Scroll of Enchant Weapon - Minor Striking,18064,15752,4000,4000,4.52,3.94,2,2026-03-13 14:02:38
38973,Scroll of Enchant Cloak - Spell Piercing,1414597,848758,3836399,3836399,2.71,4.52,4,2026-07-01 15:25:22
4476,Beastwalker Robe,22179,13307,60000,60000,2.71,4.51,1,2026-06-29 22:05:33
11288,Greater Magic Wand,13290,11810,2948,2899,4.51,4.07,100,2026-07-01 14:25:16
12163,Plans: Moonsteel Broadsword,179066,172720,39700,39600,4.51,4.36,3,2026-07-01 14:25:16
18232,Field Repair Bot 74A,2707912,1679885,600000,600000,4.51,2.8,2,2026-06-29 22:45:29
37805,Melia's Magnificent Scepter,369492,221695,999600,999600,2.71,4.51,1,2026-07-01 13:45:14
43542,Glyph of Death and Decay,272671,128111,60493,60493,4.51,2.12,11,2026-07-01 15:25:22
2969,Spellbinder Vest,13830,7600,3070,2200,4.5,3.45,2,2026-06-29 21:05:36
6054,Recipe: Shadow Protection Potion,224858,136081,50000,50000,4.5,2.72,1,2026-07-01 14:05:16
